,Proposta,Temas,Ementa,Ano,Autor(es),Cargo,Partido,Link
617,PLP 168/2019,Licitação e contratos,"Altera a Lei Complementar nº 148, de 25 de novembro de 2014, para reestabelecer o equilíbrio econômico – financeiro dos contratos de refinanciamento dos Estados e Municípios junto à União.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137479
618,PL 3791/2019,Meio ambiente,"Institui a Política Nacional de Pagamento por Serviços Ambientais - PNPSA, e altera as Leis nº 6.938, de 31 de agosto de 1981, nº 8.212, de 24 de julho de 1991, nº 8.666, de 21 de junho de 1993, nº 7.797, de 10 de julho de 1989, e nº 12.114, de 9 de dezembro de 2009.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137486
619,PL 3799/2019,Direito civil e processual civil,"Altera o Livro V da Parte Especial da Lei nº 10.406, de 10 de janeiro de 2002, e o Título III do Livro I da Parte Especial da Lei nº 13.105, de 16 de março de 2015, para dispor sobre a sucessão em geral, a sucessão legítima, a sucessão testamentária, o inventário e a partilha.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137498
620,PL 3802/2019,Trabalho e emprego,"Acrescenta o art. 476-B à Consolidação das Leis do Trabalho (CLT) - aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, para dispor sobre a licença para capacitação profissional dos empregados.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137499
621,PL 3803/2019,Direitos humanos e minorias,"Institui a Política Nacional para Educação Especial e Inclusiva, para atendimento às pessoas com Transtorno Mental, Transtorno do Espectro Autista (TEA), deficiência Intelectual e Deficiências Múltiplas.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137500
622,PL 3805/2019,Direito penal e processual penal,"Altera os arts. 157 e 180, do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137502
623,PL 3810/2019,Direito eleitoral e partidos políticos,"Altera a Lei nº 9.504, de 30 de setembro de 1997 (Lei das Eleições) para fixar, em caráter permanente, os limites de gastos de campanha para todos os cargos eletivos; disciplinar o uso de recursos próprios por candidatos e regulamentar a aplicação de recursos públicos em campanhas femininas.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137506
624,PL 3813/2019,Direito eleitoral e partidos políticos,Estabelece limites de gastos de campanha para as eleições de 2020.,2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137507
625,PL 3815/2019,Direito aeronáutico e direito espacial,"Altera a Lei nº 7.565, de 19 de dezembro de 1986, que dispõe sobre o Código Brasileiro de Aeronáutica, para determinar que os menores de 12 anos tenham assentos contíguos a seus pais ou responsáveis.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137509
626,PL 3816/2019,Licitação e contratos,"Acrescenta o § 5º ao art. 24 da Lei nº 8.666, de 21 de junho de 1993, para vedar a prática de sobrepreço nas contratações de obras e serviços de engenharia nos casos de dispensa de licitação em função de emergência ou calamidade pública.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137510
627,PL 3817/2019,Educação,"Altera a Lei n° 8.958, de 20 dezembro de 1994; a Lei nº 9.394, de 20 de dezembro de 1996; a Lei n° 10.973, de 2 dezembro de 2004; e a Lei nº 13.800, de 4 de janeiro de 2019, e dá outras providências para ampliar o financiamento da educação superior no País.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137511
628,PL 3828/2019,Defesa do consumidor,"Altera a Lei nº 11.265, de 3 de janeiro de 2006, Norma Brasileira para Comercialização de Alimentos para Lactentes e Crianças de Primeira Infância, Bicos, Chupetas e Protetores de Mamilo (NBCAL), para dispor sobre embalagem, rotulagem e promoção comercial de composto lácteo.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137513
629,PL 3832/2019,Comunicações,"Altera a Lei nº 12.485, de 12 de setembro de 2011, que dispõe sobre a comunicação audiovisual de acesso condicionado, para eliminar as restrições à concentração da propriedade entre prestadoras de serviços de telecomunicações de interesse coletivo, concessionárias e permissionárias de serviços de radiodifusão sonora e de sons e imagens e produtoras e programadoras do Serviço de Acesso Condicionado.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137517
630,PEC 104/2019,Processo legislativo,Altera a Constituição Federal para vedar a reedição de decreto regulamentar sustado pelo Congresso Nacional.,2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137532
631,PEC 105/2019,Planejamento e orçamento,Altera o art. 159 da Constituição Federal para aumentar para 30% (trinta por cento) a parcela do produto da arrecadação dos impostos sobre a renda e proventos de qualquer natureza e sobre produtos industrializados destinada ao Fundo de Participação dos Municípios e dá outras providências.,2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137551
632,PLP 172/2019,Planejamento e orçamento,"Altera a Lei Complementar nº 141, de 13 de janeiro de 2012, para dispor sobre a possibilidade de parcelamento da devolução de recursos utilizados em ações e serviços públicos de saúde não integrantes da apuração dos percentuais mínimos na área da saúde ou em objeto de saúde diverso do originalmente pactuado, quando o ente beneficiário for Município com população inferior a 50.000 (cinquenta mil) habitantes.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137552
633,PDL 457/2019,,"Aprova o ato que renova a autorização outorgada à Associação da Rádio Comunitária Educativa Cristal FM para executar serviço de radiodifusão comunitária no Município de Corumbiara, Estado de Rondônia.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137571
634,REQ 80/2019 - CDH,,"Requer, nos termos do art. 93, I, do Regimento Interno do Senado Federal, a realização de audiência pública, com o objetivo de instruir o PLS 498/2018, que revoga a Lei da Alienação Parental.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137575
635,SUG 33/2019,,A Federalização dos Agentes de Combate Às Endemias e Agente Comunitário de Saúde,2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137579
636,SUG 34/2019,,Não constituir crime o comércio de sementes para cultivo de Cannabis,2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137580
637,SUG 36/2019,,Regulamentação do aumento de mensalidade em escolas médicas pagas,2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137583
638,PL 3883/2019,Comunicações,"Altera a Lei n° 12.965, de 23 de abril de 2014, que estabelece princípios, garantias, direitos e deveres para uso da Internet no Brasil; a Lei n° 9.472, de 16 de julho de 1997, que dispõe sobre a organização dos serviços de telecomunicações, a criação e funcionamento de um órgão regulador e outros aspectos institucionais, nos termos da Emenda Constitucional nº 8, de 1995; e a Lei n° 9.998, de 17 de agosto de 2000, que institui o Fundo de Universalização dos Serviços de Telecomunicações, para dispor sobre o acesso contínuo e gratuito aos serviços públicos digitais.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137584
639,PL 3882/2019,Política fundiária e reforma agrária,"Autoriza a reabertura do prazo de que trata o art. 4º da Lei nº 13.340, de 28 de setembro de 2016, por doze meses, a partir do início da vigência dos efeitos desta Lei, para a liquidação de dívidas originárias de operações de crédito rural inscritas em dívida ativa da União.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137585
640,PL 3913/2019,Meio ambiente,"Proíbe o licenciamento ambiental de barragens de rejeitos e de barragens de
resíduos industriais novas, estabelece regras de segurança e prazo para o
descomissionamento das barragens de rejeitos e das barragens de resíduos
industriais em construção ou existentes, ativas e inativas, e institui a Taxa de
Fiscalização de Segurança de Barragens de Rejeitos (TFSBR).",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137599
641,PL 3914/2019,Minas e energia,"Altera a Lei n° 7.990, de 28 de dezembro de 1989, que institui, para os
Estados, Distrito Federal e Municípios , a compensação financeira pelo
resultado da exploração de petróleo ou gás natural, de recursos hídricos
para fins de geração de energia elétrica, de recursos minerais em seus
respectivos territórios, plataforma continental, mar territorial ou zona
econômica exclusiva, para criar a participação especial a ser recolhida sobre
a receita líquida da mineração.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137600
642,PDL 471/2019,,"Sustar a Portaria do Ministério da Economia nº 309, de 24 de junho de 2019.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137633
643,PL 3940/2019,Trânsito,"Altera a Lei nº 9.503, de 23 de setembro de 1997, para que estabelecer que a medição de velocidade somente poderá por meio de instrumentos ou equipamentos fixos e sinalizados.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137634
644,PL 3945/2019,Direito penal e processual penal,"Revoga os incisos IV e VII do art. 295 do Decreto-Lei nº 3.689, de 3 de outubro de 1941 – Código de Processo Penal.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137640
645,PL 3946/2019,Trabalho e emprego,"Altera a Lei nº 10.101, de 19 de dezembro de 2000, para permitir a aplicação de metas vinculadas ao desempenho de ações em prevenção de acidentes como critério ou condição para fixação dos direitos relativos à participação dos trabalhadores nos lucros ou resultados da empresa.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137642
646,PL 3951/2019,Política econômica e sistema financeiro,"Dispõe sobre as condições para o uso de dinheiro em espécie em transações de qualquer natureza, bem como para o trânsito de recursos em espécie em todo o território nacional.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137646
647,PL 3953/2019,Defesa do consumidor,"Altera a Lei nº 8.078, de 11 de setembro de 1990 e a Lei nº 12.414, de 9 de junho de 2011, para fomentar o acesso do cadastrado aos seus dados inseridos em cadastro positivo de crédito.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137649
648,PL 3956/2019,Direito comercial e econômico,"Altera a Lei nº 8.934, de 18 de novembro de 1994, que dispõe sobre o Registro Público de Empresas Mercantis e Atividades Afins.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137650
649,PL 3958/2019,"Indústria, comércio e serviço","Altera os arts. 4º, 8º e 10 da Lei nº 1.283, de 18 de dezembro de 1950, que dispõe sobre a inspeção industrial e sanitária dos produtos de origem animal, e dá outras providências, para estender competências aos Estados, Distrito Federal e municípios e permitir a comercialização interestadual destes produtos.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137652
650,PL 3959/2019,Meio ambiente,"Proíbe a derrubada da palmeira babaçu (Orbignya phalerata Mart.) nos Estados do Maranhão, Piauí, Pará, Tocantins, Goiás e Mato Grosso e dá outras providências.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137653
651,PL 3968/2019,Direito civil e processual civil,"Altera a Lei No. 10.406, de 10 de janeiro de 2002, para ampliar o rol de parentes que devem prestar obrigação alimentar.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137665
652,PL 3971/2019,Educação,"Altera a Lei nº 12.695, de 25 de julho de 2012, para dispor sobre prioridade na construção de estabelecimentos de educação infantil com apoio financeiro federal.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137671
653,PL 3973/2019,Trânsito,Altera o Código de Trânsito Brasileiro para permitir a emissão de Permissão para Dirigir a partir dos dezesseis anos de idade.,2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137674
654,PL 3983/2019,Fiscalização e controle,"Acrescenta o § 3º ao art. 10 da Medida Provisória nº 2.200-2, de 24 de agosto de 2001, para prever o reconhecimento de atributos de representação em certificado digital.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137691
655,PL 3984/2019,Tributação,"Altera a Lei nº 9.250, de 26 de dezembro de 1995, para possibilitar a dedução integral dos pagamentos de despesas com instrução do contribuinte e de seus dependentes da base de cálculo do Imposto sobre a Renda das Pessoas Físicas.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137694
656,PL 3986/2019,Tributação,"Altera a Lei nº 8.989, de 24 de fevereiro de 1995, para conceder isenção do Imposto sobre Produtos Industrializados (IPI) às motocicletas ou motonetas de fabricação nacional equipadas com motor de cilindrada não superior a duzentos e cinquenta centímetros cúbicos adquiridas por motociclistas profissionais (mototaxistas), cooperativas de trabalho ou pessoas com deficiência.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137696
657,PEC 110/2019,Tributação,Altera o Sistema Tributário Nacional e dá outras providências.,2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137699
658,PDL 473/2019,,"Aprova o ato que renova a permissão outorgada à Rádio Jovem Som de Presidente Venceslau Ltda. para explorar serviço de radiodifusão sonora em frequência modulada no Município de Presidente Venceslau, Estado de São Paulo.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137737
659,PDL 475/2019,,"Aprova o ato que outorga autorização à União dos Moradores e Amigos da Região Sul de Palmas para executar serviço de radiodifusão comunitária no Município de Palmas, Estado de Tocantins.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137739
660,PDL 477/2019,,"Aprova o ato que renova a autorização outorgada à Associação Beneficente e Cultural Comunitária de Baixa Grande para executar serviço de radiodifusão comunitária no Município de Baixa Grande, Estado da Bahia.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137741
661,PDL 478/2019,,"Aprova o ato que outorga autorização à Associação dos Monitores em Organização Social de Wenceslau Guimarães (WG FM) para executar serviço de radiodifusão comunitária no Município de Wenceslau Guimarães, Estado do Bahia.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137742
662,PDL 479/2019,,"Aprova o ato que renova a autorização outorgada à Associação de Radiodifusão e Desenvolvimento Comunitário de Forquilha para executar serviço de radiodifusão comunitária no Município de Forquilha, Estado do Ceará.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137743
663,PDL 483/2019,,"Aprova o ato que outorga autorização à Associação Comunitária Voz da Liberdade de Turilândia (Liberdade FM) para executar serviço de radiodifusão comunitária no Município de Turilândia, Estado do Maranhão.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137747
664,PDL 179/2019,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária da Comunicação de Nova Granada para executar serviço de radiodifusão comunitária no Município de Nova Granada, Estado de São Paulo.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137751
665,PL 4011/2019,Direito penal e processual penal,"Altera o art. 282 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, para tipificar o exercício ilegal das profissões de saúde de nível superior.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137755
666,PL 4018/2019,Servidores públicos,"Altera a redação do art. 96-A da Lei nº 8.112, de 11 de dezembro de 1990, para prever nova sistemática de afastamento do servidor público para participação em programas de pós-graduação stricto sensu.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137763
667,PL 4027/2019,Segurança pública,"Altera a Lei nº 13.675, de 11 de junho de 2018, para estabelecer a cooperação entre as polícias judiciárias e os órgãos de controle.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137771
668,PRS 62/2019,,"Altera a Resolução nº 9, de 2019, do Senado Federal, que “institui a Frente Parlamentar dos Senadores dos Estados do Norte e do Nordeste”, para acrescer no âmbito da Frente Parlamentar os Senadores dos Estados do Centro - Oeste.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137774
669,PL 4035/2019,Trabalho e emprego,"Regulamenta o inciso XXVII do artigo 7º, da Constituição Federal, para dispor sobre a proteção dos trabalhadores em face de processo de automação.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137793
670,PL 4108/2019,Direito civil e processual civil,"Institui o Marco Legal do Reempreendedorismo por meio da alteração da Lei nº 11.101, de 9 de fevereiro de 2005, que regula a recuperação judicial, a extrajudicial e a falência e estabelece o procedimento extrajudicial de encerramento da atividade das microempresas e empresas de pequeno porte, e dá outras providências.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137798
671,PDL 489/2019,,"Aprova o ato que outorga autorização à Associação de Radiodifusão Comunitária Nossa FM para executar serviço de radiodifusão comunitária no Município de São Rafael, Estado do Rio Grande do Norte.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137801
672,PDL 490/2019,,"Aprova o ato que outorga autorização à Associação Comunitária de Radiodifusão Tabajara FM para executar serviço de radiodifusão comunitária no Município de Petrolina, Estado de Pernambuco.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137802
673,PDL 491/2019,,"Aprova o ato que renova a autorização outorgada à Associação Comunitária de Comunicação e Cultura de Apodi - RN para executar serviço de radiodifusão comunitária no Município de Apodi, Estado do Rio Grande do Norte.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137803
674,PL 4139/2019,Trânsito,Altera o Código de Trânsito Brasileiro para instituir categoria de habilitação exclusiva para motocicletas e motonetas em vias rurais.,2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137812
675,PL 4138/2019,Educação,Estabelece a obrigação de os pais ou responsáveis comparecerem às escolas de seus filhos para acompanhamento do processo educativo.,2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137819
676,PL 4144/2019,"Família, proteção a crianças, adolescentes, mulheres e idosos","Altera o art. 10 da Lei nº 9.250, de 26 de dezembro de 1995, e o art. 260-A da Lei nº 8.069, de 13 de julho de 1990, para permitir que os contribuintes optantes pelo desconto simplificado possam deduzir do imposto de renda as doações aos Fundos dos Direitos da Criança e do Adolescente e eleva o limite de dedução dessas doações para seis por cento quando realizadas na Declaração de Ajuste Anual.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137824
677,PL 4200/2019,Educação,Autoriza a criação da Escola Nacional de Gestores Educacionais (ENGE) e dispõe sobre o seu funcionamento.,2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137842
678,PL 4202/2019,Direitos humanos e minorias,"Altera a Lei nº 8.213, de 24 de julho de 1991, que dispõe sobre os Planos de Benefícios da Previdência Social e dá outras providências, para estabelecer a obrigação das empresas de manterem programa de atualização e aperfeiçoamento profissional para as pessoas com deficiência por elas empregadas.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137844
679,PLP 182/2019,Educação,Autoriza as Unidades da Federação e o Distrito Federal a criarem a Loteria Estadual de Valorização da Educação (LEVE).,2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137846
680,PL 4203/2019,Meio ambiente,Dispõe sobre moratória para o desmatamento no Cerrado.,2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137850
681,PL 4198/2019,Tributação,"Altera a Lei nº 7.713, de 22 de dezembro de 1988, para isentar do Imposto sobre a Renda das Pessoas Físicas os rendimentos provenientes de aposentadoria e pensão pagos pelo Regime Geral da Previdência Social, a partir do mês em que o contribuinte completar sessenta anos.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137851
682,PL 4204/2019,Fiscalização e controle,"Dispõe sobre a fiscalização das empresas, mediante sistema de escrituração digital das obrigações fiscais, previdenciárias e trabalhistas.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137852
683,PL 4193/2019,Política urbana,"Altera a Lei nº 11.888, de 24 de dezembro de 2008, que assegura às famílias de baixa renda assistência técnica e gratuita para o projeto e a construção de habitação de interesse social e altera a Lei nº 11.124, de 16 de junho de 2005, para prever a implementação e a manutenção, pelos cursos de arquitetura e engenharia das instituições públicas de ensino superior, de escritórios sociais, para atendimento gratuito à população de baixa renda, na elaboração de projetos e no acompanhamento técnico da construção de habitações de interesse social.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137854
684,PL 4196/2019,Educação,"Insere o art. 11-A na Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para dispor sobre a oferta de transporte escolar na educação superior.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137855
685,PL 4195/2019,Saúde,"Altera a Lei nº 8.080, de 19 de setembro de 1990, que dispõe sobre as condições para a promoção, proteção e recuperação da saúde, a organização e o funcionamento dos serviços correspondentes e dá outras providências, para assegurar atendimento voltado ao rastreamento de doenças no âmbito do Sistema Único de Saúde (SUS).",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137858
686,PL 4210/2019,"Indústria, comércio e serviço","Altera a Lei nº 12.546, de 14 de dezembro de 2011, para estabelecer que os produtos importados embalados no Brasil não sejam considerados como de fabricação nacional.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137860
687,PRS 66/2019,,"Altera a Resolução nº 93, de 27 de novembro de 1970 – Regimento Interno do Senado Federal, para dispor sobre as sabatinas dos indicados para o Conselho Diretor da Autoridade Nacional de Proteção de Dados.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137863
688,PL 4213/2019,"Família, proteção a crianças, adolescentes, mulheres e idosos","Altera a Lei nº 10.741, de 1º de outubro de 2003 (Estatuto do Idoso), a Lei nº 8.078, de 11 de setembro de 1990 (Código de Proteção e Defesa do Consumidor), e a Lei nº 10.820, de 17 de dezembro de 2003, que “dispõe sobre a autorização para desconto de prestações em folha de pagamento, e dá outras providências”, para estabelecer, em benefício de aposentados e pensionistas idosos, normas de proteção contra a oferta abusiva de empréstimos financeiros mediante consignação em folha de pagamento ou débito direto em conta.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137865
689,PL 4208/2019,Trânsito,"Altera a Lei nº 9.503, de 23 de setembro de 1997 – Código de Trânsito Brasileiro, para dispor sobre a idade mínima para se candidatar à habilitação para conduzir veículo automotor.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137867
690,PL 4216/2019,"Família, proteção a crianças, adolescentes, mulheres e idosos",Cria o Fundo de Apoio ao Sistema Nacional de Atendimento Socioeducativo.,2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137870
691,PL 4231/2019,Saúde,"Altera o § 5º do art. 3º da Lei nº 7.802, de 11 de julho de 1989, que dispõe sobre a pesquisa, a experimentação, a produção, a embalagem e rotulagem, o transporte, o armazenamento, a comercialização, a propaganda comercial, a utilização, a importação, a exportação, o destino final dos resíduos e embalagens, o registro, a classificação, o controle, a inspeção e a fiscalização de agrotóxicos, seus componentes e afins, e dá outras providências, para dispor sobre a limitação da quantidade anual de novos agrotóxicos liberados pelo Governo Federal.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137888
692,PRS 68/2019,,"Altera a Resolução do Senado Federal nº 13, de 2018 – Regulamento Administrativo do Senado Federal – e a Resolução do Senado Federal nº 93, de 1970 – Regimento Interno do Senado Federal, para dispor sobre a estrutura dos gabinetes de lideranças de partidos que possuam 2 (dois) senadores.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137891
693,PL 4230/2019,Direito penal e processual penal,"Altera o § 7º do art. 121 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, para estabelecer como causa especial de aumento de pena para o crime de feminicídio a circunstância de ser a vítima mãe ou responsável por criança ou adolescente menor de idade ou, qualquer que seja a sua idade, se deficiente ou portador de necessidades especiais.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137898
694,REQ 90/2019 - CDH,,Requer realização de ciclo de audiências públicas para debater a Reforma Tributária,2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137905
695,PL 4239/2019,Fiscalização e controle,"Altera a Lei nº 12.587, de 3 de janeiro de 2012, para determinar informações cadastrais a serem fornecidas pelos usuários dos serviços de transporte remunerado privado individual de passageiros.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137910
696,PL 4257/2019,Direito civil e processual civil,"Modifica a Lei nº 6.830, de 22 de setembro de 1980, para instituir a execução fiscal administrativa e a arbitragem tributária, nas hipóteses que especifica.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137914
697,PL 4256/2019,Segurança pública,"Altera a Lei n.º 10.826, de 22 de dezembro de 2003, para autorizar o porte de arma aos agentes de segurança socioeducativos, e dá outras providências.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137915
698,REQ 95/2019 - CDH,,"Requer, nos termos do art. 58, § 2º, II, da Constituição Federal e do art. 93, I, do Regimento Interno do Senado Federal, a realização de audiência pública, com o objetivo de debater o PLS 428/2018, que “Altera o § 3º  do art. 121 da Lei nº 8.069, de 13 de julho de 1990, para prever a possibilidade de decretação de medida socioeducativa de internação por até quinze anos, no caso de ato infracional correspondente a crime hediondo”.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137923
699,PL 4233/2019,Direito penal e processual penal,Acrescenta ao Código Penal o crime de pirâmide financeira.,2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137925
700,PLP 183/2019,Tributação,"Regulamenta o disposto no art. 153, inciso VII, da Constituição Federal, para instituir o Imposto sobre Grandes Fortunas.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137929
701,PL 4269/2019,Defesa do consumidor,Dispõe sobre a proteção do consumidor nos programas de fidelidade ou recompensas.,2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137936
702,SUG 39/2019,,Reduzir drasticamente o número de Deputados do Congresso Nacional de 513 para apenas 101,2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137944
703,PL 4290/2019,Defesa do consumidor,"Altera a Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor) para determinar que a multa por infração às normas de defesa do consumidor seja graduada de acordo com a condição de vulnerabilidade do consumidor com deficiência.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137950
704,PL 4304/2019,"Família, proteção a crianças, adolescentes, mulheres e idosos","Altera a Lei nº 8.069, de 13 de julho de 1990 – Estatuto da Criança e do Adolescente –, para criar lista nacional de condenados por crimes que envolvam atos de pedofilia para acesso dos órgãos de segurança pública.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137953
705,REQ 96/2019 - CDH,,"Requer, nos termos do art. 58, § 2º, II, da Constituição Federal e do art.93, II, do Regimento Interno do Senado Federal, a realização de audiência pública, com o objetivo de debater os problemas enfrentados pelas mulheres indígenas brasileiras que estarão em marcha em Brasília pela luta e reconhecimento dos seus direitos, no período de 9 a 13 de agosto do corrente ano. Proponho para a audiência a presença dos seguintes convidados:
1. Representante da Funai; 2. Representante do Conselho Indigenista Missionário - CIMI; 3. Representante da Articulação dos Povos Indígenas do Brasil - APIB; 4. Representante das mulheres presentes na marcha.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137954
706,PL 4305/2019,Direito penal e processual penal,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, para duplicar as penas dos crimes praticados contra cônjuges, companheiros, ou ex-cônjuges e ex-companheiros.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137955
707,PL 4310/2019,Direitos humanos e minorias,"Altera a Lei nº 13.146, de 6 de julho de 2015, que institui a Lei Brasileira de Inclusão da Pessoa com Deficiência (Estatuto da Pessoa com Deficiência), para dispor sobre a obrigatoriedade da apresentação de legendas em língua portuguesa nos documentários e programas jornalísticos transmitidos pelas empresas de comunicação.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137956
708,PL 4308/2019,Educação,"Altera a Lei 10.260, de 12 de julho de 2001, que dispõe sobre o Fundo de Financiamento ao estudante do Ensino Superior e dá outras providências, para dispor sobre financiamento para cursos de mestrado e de doutorado.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137957
709,PL 4312/2019,Educação,"Altera a Lei nº 10.436, de 24 de abril de 2002, para dispor sobre o exame nacional de proficiência no uso e ensino da Língua Brasileira de Sinais e na tradução e interpretação da Língua Brasileira de Sinais.",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137958
710,SUG 40/2019,,"Regulamentação da ""Psicoterapia"" como prática privativa de Psicólogos com CRP ativo",2019,,,,http://legis.senado.leg.br/dadosabertos/materia/textos/137959
